english,language,handshape,twohands,handpart,mmvrepeated,dmvhandshape,dmvorientation,compound,domhand,twohandsC,mmvcrepeated,dmvchandshape,dmvcorientation,annotator,TwoH,PoA,PoA2,Mov,Mov2,Mov3,Mov4,Compounds,hist,geo,SL,,
not,Russian,E,false,palm,false,false,false,false,right,false,false,false,false,shi,0,Horizontal,Horizontal,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,RSL
old,Russian,S,false,heel,false,false,false,false,right,false,false,false,false,shi,0,cheek,head,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
other,Russian,1,true,tip,false,false,true,false,right,false,false,false,false,Annotator,1,chin,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
person,Russian,L_nb,false,tip,false,false,false,false,right,false,false,false,false,shi,0,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
pig,Russian,E_bnb,false,tip,false,false,false,false,right,false,true,false,true,Annotator,0,nose,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,RSL
play,Russian,E_bnb,true,tip,true,false,false,false,right,false,false,false,false,Annotator,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,RSL
rain,Russian,5,true,palm,true,false,true,false,right,false,false,false,false,Annotator,1,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
red,Russian,1,false,tip,true,true,false,false,right,false,false,false,false,Annotator,0,mouth,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,RSL
river,Russian,L_nb,false,tip,true,false,false,false,right,false,false,false,false,Annotator,0,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,RSL
salt,Russian,5,false,palm,false,true,false,false,right,false,false,true,false,Annotator,0,mouth,head,Z_back,Z_back,Z_back,true,false,Z_back_Hs,1,RSL,EastEuro,RSL
sea,Russian,5,true,palm,false,false,true,false,right,false,false,false,false,Annotator,1,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,true,Z_front_Or,0,RSL,EastEuro,RSL
sharp,Russian,A,false,tip,false,false,false,false,right,false,false,false,false,Annotator,0,back_of_palm,hand,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,RSL
short,Russian,1,true,finger_fronts,false,false,true,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,X_left,X_left,X_left,false,true,X_left_Or,0,RSL,EastEuro,RSL
singing,Russian,5,false,back_of_palm,false,false,false,false,right,true,true,false,false,Annotator,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,RSL
sister,Russian,1,false,radial_side,false,false,false,false,right,false,true,false,false,Annotator,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,RSL
sit,Russian,1_nb,true,tip,false,false,false,false,right,false,false,false,false,Annotator,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
smooth,Russian,B_b,false,radial_side,false,false,false,false,right,false,false,false,false,Annotator,0,ulnar_side,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,RSL
snake,Russian,1,false,tip,true,false,true,false,right,false,false,false,false,Annotator,0,Vertical,Vertical,Z_front,Z_front,Z_front,false,true,Z_front_Or,0,RSL,EastEuro,RSL
snow,Russian,5,true,palm,false,true,false,false,right,false,false,false,false,Annotator,1,Vertical,Vertical,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,RSL,EastEuro,RSL
stand,Russian,5,false,palm,false,false,false,false,right,false,false,false,false,Annotator,0,Torso_top,torso,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
star,Russian,V,false,finger_fronts,false,false,false,false,right,false,false,false,false,Annotator,0,back_of_fingers,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,RSL
stone,Russian,S_b,false,heel,true,false,false,false,right,false,false,false,false,Annotator,0,heel,NA,Z_front,Z_front,Z_front,false,false,Z_front,0,RSL,EastEuro,RSL
string,Russian,I,true,tip,false,false,false,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,RSL
sun,Russian,E_bnb,false,tip,false,true,false,false,right,false,false,false,false,Annotator,0,Lateral,Lateral,X_left,X_left,X_left,true,false,X_left_Hs,0,RSL,EastEuro,RSL
tail,Russian,1,false,ulnar_side,true,true,false,false,right,false,false,false,false,Annotator,0,back_of_palm,hand,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,RSL
thin,Russian,I,false,back_of_fingers,false,false,false,false,right,false,false,false,false,Annotator,0,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
tree,Russian,5,false,palm,true,false,true,false,right,false,false,false,false,Annotator,0,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
vomit,Russian,S,false,heel,true,false,false,false,right,false,false,false,false,Annotator,0,Torso_mid,torso,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,RSL
warm,Russian,5_nb,false,tip,true,false,false,false,right,false,false,false,false,Annotator,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,RSL
water,Russian,B,false,radial_side,true,true,true,false,right,false,false,false,false,Annotator,0,forehead,head,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,RSL
wet,Russian,5,true,tip,true,true,false,false,right,false,false,false,false,Annotator,1,Horizontal,Horizontal,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,RSL
what,Russian,1,false,radial_side,true,false,true,false,right,false,false,false,false,Annotator,0,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
when,Russian,U,false,radial_side,true,true,false,false,right,false,false,false,false,Annotator,0,mouth,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,RSL
where,Russian,L,false,tip,false,true,true,false,right,false,false,false,false,Annotator,0,Lateral,Lateral,true,true,Or_HS_Change,true,true,Hs_Or,0,RSL,EastEuro,RSL
white,Russian,M_eb,false,tip,true,false,true,false,right,false,false,false,false,Annotator,0,Torso_top,torso,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
who,Russian,H,false,ulnar_side,true,false,true,false,right,false,false,false,false,Annotator,0,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
wide,Russian,E,true,palm,false,false,false,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,RSL
wife,Russian,L_eb,false,tip,true,false,false,false,right,false,false,false,false,Annotator,0,back_of_palm,hand,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,RSL
wind,Russian,5,true,palm,true,false,false,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,RSL,EastEuro,RSL
with,Russian,L,false,radial_side,false,true,false,false,right,false,false,false,false,Annotator,0,palm,hand,X_left,X_left,X_left,true,false,X_left_Hs,0,RSL,EastEuro,RSL
woman,Russian,B,false,radial_side,true,false,false,false,right,false,false,false,false,Annotator,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,RSL
wood,Russian,E,false,radial_side,true,false,false,false,right,false,false,false,false,Annotator,0,elbow_back,arm,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,RSL
work,Russian,L_b,false,radial_side,true,false,false,false,right,false,false,false,false,Annotator,0,Torso_top,torso,Y_down,Y_down,Y_down,false,false,Y_down,0,RSL,EastEuro,RSL
worm,Russian,1,false,ulnar_side,false,true,false,false,right,false,false,false,false,Annotator,0,Horizontal,Horizontal,X_left,X_left,X_left,true,false,X_left_Hs,0,RSL,EastEuro,RSL
year,Russian,A,false,tip,false,false,false,false,right,false,false,false,false,Annotator,0,cheek,head,Y_up,Y_up,Y_up,false,false,Y_up,0,RSL,EastEuro,RSL
yellow,Russian,Y,true,ulnar_side,true,false,true,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,RSL
all,Austrian,B,false,palm,false,false,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
animal,Austrian,1,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,forehead,head,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
bad,Austrian,5,false,palm,false,false,true,false,right,false,false,false,false,carlo,0,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,LSF,WestEuro,OGS
because,Austrian,1,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,cheek,head,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
bird,Austrian,L,false,heel,false,true,false,false,right,false,false,false,false,carlo,0,chin,head,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
black,Austrian,E,false,palm,false,false,false,false,right,false,false,false,false,carlo,0,forehead,head,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
blood,Austrian,5,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,mouth,head,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
boring,Austrian,A,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
brother,Austrian,1,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
bug,Austrian,1,true,heel,true,false,false,false,right,false,false,true,false,carlo,1,forehead,head,Z_front,Z_front,Z_front,false,false,Z_front,1,LSF,WestEuro,OGS
cat,Austrian,L_eb,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,mouth,head,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
child,Austrian,E,false,palm,false,false,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
correct,Austrian,H,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,palm,hand,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
count,Austrian,S_b,true,back_of_palm,false,true,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
dance,Austrian,L_eb,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
day,Austrian,L_enb,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
die,Austrian,B,false,heel,false,false,true,false,right,false,false,false,false,Annotator,0,heel,NA,false,true,Or_Change,false,true,Or,0,LSF,WestEuro,OGS
dirty,Austrian,5,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,palm,hand,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
dog,Austrian,E_nb,false,back_of_fingers,true,true,false,false,right,false,false,false,false,carlo,0,mouth,head,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
dry,Austrian,E_b,true,tip,false,true,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,true,false,X_right_Hs,0,LSF,WestEuro,OGS
dust,Austrian,E,false,palm,false,false,true,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_right,X_right,X_right,false,true,X_right_Or,0,LSF,WestEuro,OGS
earth,Austrian,E,true,radial_side,false,false,true,false,right,false,false,false,false,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
egg,Austrian,L_eb,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
father,Austrian,1,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,chin,head,Y_up,Y_up,Y_up,false,false,Y_up,0,LSF,WestEuro,OGS
feather,Austrian,L_b,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,tip,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,LSF,WestEuro,OGS
fire,Austrian,5,true,palm,true,false,true,false,right,false,false,false,false,carlo,1,Lateral,Lateral,Y_up,Y_up,Y_up,false,true,Y_up_Or,0,LSF,WestEuro,OGS
fish,Austrian,E,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,Vertical,Vertical,Z_front,Z_front,Z_front,false,true,Z_front_Or,0,LSF,WestEuro,OGS
flower,Austrian,E_bnb,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,nose,head,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
full,Austrian,V,true,radial_side,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
good,Austrian,L_enb,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
grass,Austrian,4,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,LSF,WestEuro,OGS
grease,Austrian,E_b,true,tip,false,true,false,false,right,false,true,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,true,false,X_right_Hs,1,LSF,WestEuro,OGS
green,Austrian,A,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
heavy,Austrian,S,true,back_of_palm,false,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,LSF,WestEuro,OGS
how,Austrian,Y,true,ulnar_side,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
husband,Austrian,E,true,palm,true,false,true,false,right,false,true,false,false,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,true,Y_down_Or,1,LSF,WestEuro,OGS
ice,Austrian,M_enb,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,wrist_back,arm,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
if,Austrian,V,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,back_of_fingers,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
kill,Austrian,S,false,ulnar_side,false,false,false,false,right,false,false,false,false,Annotator,0,Vertical,Vertical,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
laugh,Austrian,5_b,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Torso_bottom,torso,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
leaf,Austrian,1,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
lie,Austrian,1,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
live,Austrian,L,true,radial_side,false,false,false,false,right,false,false,false,false,carlo,1,Torso_top,torso,Y_up,Y_up,Y_up,false,false,Y_up,0,LSF,WestEuro,OGS
long,Austrian,E,true,palm,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
look_for,Austrian,V_nb,true,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
man,Austrian,B_nb,false,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,0,cheek,head,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
meat,Austrian,E_bnb,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,back_of_palm,hand,Y_up,Y_up,Y_up,true,false,Y_up_Hs,1,LSF,WestEuro,OGS
moon,Austrian,L_b,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
mother,Austrian,H,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,mouth,head,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
mountain,Austrian,E_bnb,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,tip,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,LSF,WestEuro,OGS
name,Austrian,H,false,back_of_fingers,false,false,false,false,right,false,false,false,false,carlo,0,palm,hand,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
narrow,Austrian,S_b,true,heel,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
new,Austrian,B,false,back_of_palm,false,false,false,false,right,false,false,false,false,carlo,0,palm,hand,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
night,Austrian,H,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,forehead,head,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
not,Austrian,1,false,finger_fronts,true,false,true,false,right,false,false,false,false,carlo,0,Vertical,Vertical,false,true,Or_Change,false,true,Or,0,LSF,WestEuro,OGS
old,Austrian,L_nb,false,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
other,Austrian,1,true,tip,true,false,true,false,right,false,false,false,false,Annotator,1,tip,hand,Z_front,Z_front,Z_front,false,true,Z_front_Or,0,LSF,WestEuro,OGS
person,Austrian,L_nb,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
pig,Austrian,1,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,cheek,head,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
play,Austrian,5_b,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_up,Y_up,Y_up,false,false,Y_up,0,LSF,WestEuro,OGS
rain,Austrian,5_nb,true,tip,true,false,true,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
red,Austrian,1,false,radial_side,false,false,false,false,right,false,false,false,false,carlo,0,chin,head,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
river,Austrian,E,true,palm,true,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
salt,Austrian,U_b,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,Z_front,Z_front,Z_front,true,false,Z_front_Hs,0,LSF,WestEuro,OGS
sea,Austrian,5,false,radial_side,false,false,true,false,right,false,false,false,false,carlo,0,ulnar_side,hand,Z_front,Z_front,Z_front,false,true,Z_front_Or,0,LSF,WestEuro,OGS
sharp,Austrian,B_b,false,tip,false,false,false,false,right,false,false,false,false,Annotator,0,cheek,head,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
short,Austrian,H,true,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
singing,Austrian,1,true,tip,true,false,true,false,right,false,false,false,false,Annotator,1,Vertical,Vertical,X_left,X_left,X_left,false,true,X_left_Or,0,LSF,WestEuro,OGS
sister,Austrian,1,false,radial_side,true,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
sit,Austrian,V_nb,true,finger_fronts,false,false,false,false,right,false,false,false,false,Annotator,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
smooth,Austrian,M_enb,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,back_of_palm,hand,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
snake,Austrian,1,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,false,true,X_left_Or,0,LSF,WestEuro,OGS
snow,Austrian,5,true,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,true,false,Y_down_Hs,0,LSF,WestEuro,OGS
star,Austrian,1,true,tip,true,false,false,false,right,false,false,false,false,carlo,1,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
stone,Austrian,S,false,ulnar_side,false,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
string,Austrian,L_enb,true,tip,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
sun,Austrian,E_bnb,false,heel,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
tail,Austrian,5_b,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,hips,torso,Y_up,Y_up,Y_up,true,false,Y_up_Hs,0,LSF,WestEuro,OGS
thin,Austrian,I,false,back_of_fingers,false,false,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
tree,Austrian,S,true,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Z_front,Z_front,Z_front,false,false,Z_front,0,LSF,WestEuro,OGS
vomit,Austrian,5,false,back_of_palm,false,false,true,false,right,false,false,false,false,carlo,0,mouth,head,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,LSF,WestEuro,OGS
warm,Austrian,E,false,finger_fronts,false,false,false,false,right,false,false,false,false,carlo,0,mouth,head,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
water,Austrian,Y,false,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
wet,Austrian,E,false,finger_fronts,true,false,true,false,right,false,false,false,false,carlo,0,back_of_palm,hand,false,true,Or_Change,false,true,Or,0,LSF,WestEuro,OGS
what,Austrian,5,true,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
when,Austrian,1,false,tip,false,true,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
where,Austrian,E,true,back_of_palm,true,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
white,Austrian,A,false,tip,false,false,false,false,right,false,false,false,false,carlo,0,clavicle,torso,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
who,Austrian,H,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,chin,head,Z_back,Z_back,Z_back,false,false,Z_back,0,LSF,WestEuro,OGS
wide,Austrian,5,true,palm,false,false,false,false,right,false,false,false,false,carlo,1,Lateral,Lateral,X_right,X_right,X_right,false,false,X_right,0,LSF,WestEuro,OGS
wife,Austrian,5,true,palm,false,false,true,false,right,false,false,false,true,carlo,1,Lateral,Lateral,Y_down,Y_down,Y_down,false,true,Y_down_Or,1,LSF,WestEuro,OGS
wind,Austrian,H,false,tip,true,false,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_left,X_left,X_left,false,false,X_left,0,LSF,WestEuro,OGS
with,Austrian,E,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,Lateral,Lateral,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
woman,Austrian,L_eb,false,tip,false,false,true,false,right,false,false,false,false,carlo,0,lip,head,Z_back,Z_back,Z_back,false,true,Z_back_Or,0,LSF,WestEuro,OGS
wood,Austrian,E,false,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,0,tip,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
work,Austrian,S,false,ulnar_side,true,false,false,false,right,false,false,false,false,carlo,0,radial_side,hand,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
worm,Austrian,1,false,finger_fronts,false,true,false,false,right,false,false,false,false,carlo,0,Horizontal,Horizontal,X_left,X_left,X_left,true,false,X_left_Hs,0,LSF,WestEuro,OGS
year,Austrian,Y,true,ulnar_side,false,false,false,false,right,false,false,false,false,carlo,1,Horizontal,Horizontal,Y_down,Y_down,Y_down,false,false,Y_down,0,LSF,WestEuro,OGS
yellow,Austrian,Y,false,ulnar_side,true,true,false,false,right,false,false,false,false,carlo,0,Vertical,Vertical,true,false,Hs_Change,true,false,Hs,0,LSF,WestEuro,OGS
all,Ukrainian,5,true,palm,false,true,false,false,right,false,false,false,false,shi,1,Horizontal,Horizontal,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
animal,Ukrainian,5_nb,true,tip,false,false,false,false,right,false,false,false,false,shi,1,Torso_mid,torso,X_right,X_right,X_right,false,false,X_right,0,RSL,EastEuro,UkSL
bad,Ukrainian,1_nb,false,radial_side,true,false,false,false,right,false,false,false,false,shi,0,nose,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
because,Ukrainian,5_nb,false,tip,false,false,true,false,right,false,false,false,false,shi,0,palm,hand,Y_down,Y_down,Y_down,false,true,Y_down_Or,0,RSL,EastEuro,UkSL
bird,Ukrainian,L,false,back_of_palm,false,true,false,false,right,true,true,true,false,carlo,0,nose,head,true,false,Hs_Change,true,false,Hs,1,RSL,EastEuro,UkSL
black,Ukrainian,V_nb,false,tip,false,false,true,false,right,false,false,false,false,shi,0,forehead,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
blood,Ukrainian,5,false,finger_fronts,true,false,true,false,right,false,false,false,false,shi,0,chin,head,false,true,Or_Change,false,true,Or,0,RSL,EastEuro,UkSL
boring,Ukrainian,E,false,finger_fronts,true,false,false,false,right,false,false,false,false,carlo,0,mouth,head,Z_back,Z_back,Z_back,false,false,Z_back,0,RSL,EastEuro,UkSL
brother,Ukrainian,1,false,tip,false,false,false,false,right,true,true,false,false,shi,0,forehead,head,Z_back,Z_back,Z_back,false,false,Z_back,1,RSL,EastEuro,UkSL
bug,Ukrainian,1,false,tip,true,true,false,false,right,false,false,false,false,carlo,0,cheek,head,true,false,Hs_Change,true,false,Hs,0,RSL,EastEuro,UkSL
cat,Ukrainian,5,false,tip,true,true,false,false,right,false,false,false,false,shi,0,back_of_palm,hand,X_right,X_right,X_right,true,false,X_right_Hs,0,RSL,EastEuro,UkSL
